TIME,USDJPY,EURJPY,GBPJPY,AUDJPY,NZDJPY
2016-03-14 17:26:48,113.73,126.427,163.247,85.553,76.397
2016-03-14 17:26:54,113.732,126.417,163.246,85.555,76.398
2016-03-14 17:27:01,113.736,126.418,163.251,85.558,76.4
2016-03-14 17:27:07,113.734,126.428,163.251,85.568,76.409
2016-03-14 17:27:13,113.734,126.411,163.257,85.57,76.413
2016-03-14 17:27:20,113.727,126.433,163.268,85.568,76.416
2016-03-14 17:27:26,113.729,126.442,163.271,85.573,76.418
2016-03-14 17:27:32,113.729,126.441,163.287,85.574,76.42
2016-03-14 17:27:38,113.72,126.43,163.261,85.56,76.415
2016-03-14 17:27:44,113.722,126.421,163.236,85.563,76.414
2016-03-14 17:27:51,113.721,126.435,163.25,85.561,76.414
2016-03-14 17:27:57,113.721,126.437,163.251,85.559,76.414
2016-03-14 17:28:03,113.715,126.421,163.222,85.552,76.409
2016-03-14 17:28:09,113.712,126.419,163.223,85.549,76.406
2016-03-14 17:28:15,113.719,126.419,163.24,85.554,76.409
2016-03-14 17:28:22,113.714,126.432,163.24,85.551,76.408
2016-03-14 17:28:28,113.714,126.434,163.234,85.556,76.409
2016-03-14 17:28:34,113.715,126.436,163.236,85.558,76.407
2016-03-14 17:28:40,113.721,126.426,163.245,85.557,76.402
2016-03-14 17:28:47,113.718,126.397,163.213,85.546,76.39
2016-03-14 17:28:55,113.722,126.41,163.23,85.558,76.39
2016-03-14 17:29:01,113.726,126.404,163.222,85.548,76.391
2016-03-14 17:29:06,113.735,126.412,163.235,85.556,76.398
2016-03-14 17:29:13,113.74,126.405,163.242,85.572,76.412
2016-03-14 17:29:19,113.739,126.388,163.241,85.572,76.416
2016-03-14 17:29:25,113.737,126.398,163.237,85.579,76.413
2016-03-14 17:29:33,113.733,126.39,163.221,85.569,76.402
2016-03-14 17:29:38,113.733,126.383,163.204,85.567,76.404
2016-03-14 17:29:44,113.737,126.386,163.208,85.569,76.4
2016-03-14 17:29:50,113.744,126.4,163.228,85.575,76.407
2016-03-14 17:29:56,113.743,126.407,163.215,85.576,76.406
2016-03-14 17:30:03,113.74,126.4,163.218,85.582,76.415
2016-03-14 17:30:09,113.742,126.42,163.24,85.584,76.416
2016-03-14 17:30:14,113.745,126.427,163.224,85.587,76.422
2016-03-14 17:30:20,113.746,126.43,163.228,85.579,76.418
2016-03-14 17:30:26,113.744,126.414,163.234,85.577,76.418
2016-03-14 17:30:34,113.745,126.406,163.239,85.577,76.411
2016-03-14 17:30:41,113.745,126.404,163.227,85.577,76.415
2016-03-14 17:30:47,113.746,126.405,163.227,85.578,76.414
2016-03-14 17:30:53,113.741,126.42,163.232,85.574,76.416
2016-03-14 17:30:59,113.736,126.416,163.236,85.57,76.412
2016-03-14 17:31:05,113.737,126.41,163.238,85.572,76.404
2016-03-14 17:31:10,113.737,126.41,163.236,85.572,76.403
2016-03-14 17:31:16,113.742,126.403,163.232,85.575,76.405
2016-03-14 17:31:22,113.743,126.405,163.234,85.576,76.405
2016-03-14 17:31:28,113.743,126.403,163.234,85.576,76.407
2016-03-14 17:31:33,113.745,126.406,163.245,85.585,76.408
2016-03-14 17:31:39,113.746,126.406,163.249,85.585,76.408
2016-03-14 17:31:45,113.747,126.402,163.25,85.583,76.41
2016-03-14 17:31:50,113.743,126.399,163.235,85.576,76.409
2016-03-14 17:31:57,113.737,126.403,163.238,85.571,76.403
2016-03-14 17:32:03,113.742,126.412,163.258,85.585,76.413
2016-03-14 17:32:09,113.742,126.412,163.259,85.586,76.412
2016-03-14 17:32:14,113.742,126.414,163.259,85.585,76.409
2016-03-14 17:32:20,113.742,126.413,163.258,85.585,76.409
2016-03-14 17:32:26,113.741,126.408,163.261,85.584,76.409
2016-03-14 17:32:32,113.74,126.407,163.259,85.585,76.409
2016-03-14 17:32:38,113.737,126.4,163.254,85.582,76.41
2016-03-14 17:32:44,113.743,126.398,163.26,85.586,76.411
2016-03-14 17:32:52,113.741,126.396,163.255,85.584,76.409
2016-03-14 17:32:58,113.739,126.4,163.251,85.585,76.409
2016-03-14 17:33:03,113.735,126.399,163.249,85.582,76.407
2016-03-14 17:33:09,113.749,126.411,163.269,85.592,76.414
2016-03-14 17:33:15,113.749,126.414,163.268,85.582,76.41
2016-03-14 17:33:21,113.745,126.411,163.261,85.586,76.41
2016-03-14 17:33:27,113.748,126.416,163.279,85.59,76.412
2016-03-14 17:33:34,113.745,126.411,163.267,85.588,76.41
2016-03-14 17:33:39,113.738,126.397,163.262,85.584,76.411
2016-03-14 17:33:47,113.738,126.408,163.273,85.585,76.407
2016-03-14 17:33:53,113.736,126.408,163.272,85.582,76.41
2016-03-14 17:34:00,113.732,126.41,163.255,85.579,76.408
2016-03-14 17:34:06,113.731,126.41,163.255,85.578,76.407
2016-03-14 17:34:12,113.731,126.415,163.258,85.579,76.407
2016-03-14 17:34:19,113.734,126.422,163.248,85.578,76.407
2016-03-14 17:34:25,113.733,126.417,163.241,85.577,76.398
2016-03-14 17:34:32,113.733,126.411,163.241,85.577,76.398
2016-03-14 17:34:38,113.733,126.422,163.242,85.576,76.399
2016-03-14 17:34:44,113.733,126.432,163.243,85.576,76.399
2016-03-14 17:34:49,113.733,126.427,163.243,85.577,76.399
2016-03-14 17:34:55,113.737,126.43,163.248,85.579,76.397
2016-03-14 17:35:03,113.746,126.44,163.267,85.586,76.397
2016-03-14 17:35:11,113.748,126.443,163.278,85.59,76.404
2016-03-14 17:35:17,113.743,126.453,163.279,85.585,76.403
2016-03-14 17:35:23,113.75,126.465,163.289,85.587,76.396
2016-03-14 17:35:28,113.745,126.46,163.283,85.573,76.395
2016-03-14 17:35:34,113.745,126.461,163.284,85.574,76.396
2016-03-14 17:35:40,113.744,126.465,163.286,85.574,76.395
2016-03-14 17:35:46,113.743,126.479,163.285,85.584,76.397
2016-03-14 17:35:52,113.745,126.48,163.293,85.585,76.397
2016-03-14 17:35:57,113.742,126.468,163.287,85.582,76.396
2016-03-14 17:36:06,113.735,126.468,163.297,85.574,76.391
2016-03-14 17:36:12,113.74,126.474,163.306,85.579,76.395
2016-03-14 17:36:19,113.743,126.473,163.313,85.582,76.398
2016-03-14 17:36:25,113.748,126.474,163.32,85.586,76.402
2016-03-14 17:36:31,113.741,126.467,163.301,85.575,76.396
2016-03-14 17:36:36,113.746,126.472,163.3,85.577,76.395
2016-03-14 17:36:42,113.747,126.48,163.303,85.585,76.399
2016-03-14 17:36:48,113.748,126.477,163.318,85.586,76.4
2016-03-14 17:36:55,113.747,126.473,163.325,85.593,76.409
2016-03-14 17:37:01,113.75,126.467,163.298,85.587,76.401
2016-03-14 17:37:07,113.747,126.468,163.294,85.586,76.401
2016-03-14 17:37:13,113.744,126.471,163.304,85.586,76.396
2016-03-14 17:37:19,113.748,126.467,163.303,85.586,76.4
2016-03-14 17:37:26,113.746,126.47,163.281,85.576,76.393
2016-03-14 17:37:32,113.748,126.471,163.283,85.579,76.394
2016-03-14 17:37:38,113.747,126.469,163.285,85.579,76.393
2016-03-14 17:37:44,113.747,126.471,163.289,85.579,76.393
2016-03-14 17:37:51,113.747,126.467,163.292,85.578,76.392
2016-03-14 17:37:58,113.747,126.471,163.294,85.585,76.393
2016-03-14 17:38:04,113.752,126.477,163.31,85.59,76.397
2016-03-14 17:38:10,113.749,126.484,163.335,85.59,76.401
2016-03-14 17:38:16,113.75,126.465,163.338,85.586,76.398
2016-03-14 17:38:23,113.762,126.454,163.34,85.588,76.399
2016-03-14 17:38:29,113.762,126.453,163.332,85.591,76.398
2016-03-14 17:38:35,113.76,126.451,163.337,85.589,76.396
2016-03-14 17:38:41,113.758,126.45,163.33,85.587,76.398
2016-03-14 17:38:49,113.756,126.448,163.326,85.585,76.4
2016-03-14 17:38:55,113.753,126.432,163.325,85.582,76.394
2016-03-14 17:39:02,113.755,126.426,163.319,85.591,76.4
2016-03-14 17:39:08,113.756,126.428,163.32,85.592,76.396
2016-03-14 17:39:13,113.757,126.432,163.319,85.593,76.396
2016-03-14 17:39:20,113.757,126.432,163.32,85.59,76.398
2016-03-14 17:39:26,113.752,126.428,163.316,85.584,76.396
2016-03-14 17:39:32,113.75,126.434,163.306,85.588,76.394
2016-03-14 17:39:39,113.744,126.438,163.294,85.583,76.393
2016-03-14 17:39:45,113.732,126.428,163.246,85.568,76.387
2016-03-14 17:39:52,113.731,126.43,163.248,85.57,76.386
2016-03-14 17:39:59,113.736,126.434,163.261,85.575,76.385
2016-03-14 17:40:05,113.736,126.442,163.273,85.579,76.391
2016-03-14 17:40:11,113.736,126.441,163.273,85.58,76.393
2016-03-14 17:40:17,113.731,126.437,163.281,85.589,76.398
2016-03-14 17:40:23,113.735,126.437,163.267,85.575,76.392
2016-03-14 17:40:29,113.741,126.442,163.279,85.581,76.396
2016-03-14 17:40:35,113.736,126.441,163.286,85.582,76.395
2016-03-14 17:40:41,113.734,126.441,163.283,85.581,76.395
2016-03-14 17:40:47,113.734,126.44,163.288,85.581,76.395
2016-03-14 17:40:53,113.746,126.442,163.307,85.589,76.394
